Entry ID,Religion Name,Region ID,Date Range,4955,4956,4961,4962,4963,4964,4968,4969,4970,4971,4972,4973,4974,4975,4976,4977,4978,4979,4980,4981,weight,Date,World Region
189,Israelite Religion,44,1200BCE-400BCE,1,1,1,1,1,1,1,1,1,1,1,1,X,X,X,X,X,X,X,X,0.1,-800,Southwest Asia
189,Israelite Religion,44,1200BCE-400BCE,1,1,1,1,1,1,1,1,1,1,1,1,X,X,X,X,X,X,X,X,0.1,-700,Southwest Asia
189,Israelite Religion,44,1200BCE-400BCE,1,1,1,1,1,1,1,1,1,1,1,1,X,X,X,X,X,X,X,X,0.1,-600,Southwest Asia
189,Israelite Religion,44,1200BCE-400BCE,1,1,1,1,1,1,1,1,1,1,1,1,X,X,X,X,X,X,X,X,0.08333333333333333,-500,Southwest Asia
189,Israelite Religion,44,1200BCE-400BCE,1,1,1,1,1,1,1,1,1,1,1,1,X,X,X,X,X,X,X,X,0.1111111111111111,-400,Southwest Asia
189,Israelite Religion,44,1200BCE-400BCE,1,1,1,1,1,1,1,1,1,1,1,1,X,X,X,X,X,X,X,X,0.1,-300,Southwest Asia
189,Israelite Religion,44,1200BCE-400BCE,1,1,1,1,1,1,1,1,1,1,1,1,X,X,X,X,X,X,X,X,0.1,-200,Southwest Asia
189,Israelite Religion,44,1200BCE-400BCE,1,1,1,1,1,1,1,1,1,1,1,1,X,X,X,X,X,X,X,X,0.09090909090909091,-100,Southwest Asia
189,Israelite Religion,44,1200BCE-400BCE,1,1,1,1,1,1,1,1,1,1,1,1,X,X,X,X,X,X,X,X,0.05555555555555555,0,Southwest Asia
190,Sri Lankan Buddhism 1948-Present,488,1948CE-2015CE,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.03333333333333333,1900,Europe
190,Sri Lankan Buddhism 1948-Present,488,1948CE-2015CE,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.04,2000,Europe
193,Fijian Religion contemporary,32,2000CE-2013CE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,X,X,X,0.04,2000,Europe
195,Shakta Religion,43,500CE-1100CE,1,1,1,1,1,1,1,1,1,1,1,X,X,X,X,X,X,X,X,X,0.25,500,South Asia
195,Shakta Religion,43,500CE-1100CE,1,1,1,1,1,1,1,1,1,1,1,X,X,X,X,X,X,X,X,X,0.2,600,South Asia
195,Shakta Religion,43,500CE-1100CE,1,1,1,1,1,1,1,1,1,1,1,X,X,X,X,X,X,X,X,X,0.16666666666666666,700,South Asia
195,Shakta Religion,43,500CE-1100CE,1,1,1,1,1,1,1,1,1,1,1,X,X,X,X,X,X,X,X,X,0.125,800,South Asia
195,Shakta Religion,43,500CE-1100CE,1,1,1,1,1,1,1,1,1,1,1,X,X,X,X,X,X,X,X,X,0.125,900,South Asia
195,Shakta Religion,43,500CE-1100CE,1,1,1,1,1,1,1,1,1,1,1,X,X,X,X,X,X,X,X,X,0.125,1000,South Asia
195,Shakta Religion,43,500CE-1100CE,1,1,1,1,1,1,1,1,1,1,1,X,X,X,X,X,X,X,X,X,0.1,1100,South Asia
196,Pauline Christianity ca 45-60 CE,479,45CE-60CE,1,0,1,1,1,1,1,1,1,X,X,X,X,1,X,X,1,1,1,X,0.07142857142857142,0,Europe
199,Mithraism,132,100CE-400CE,1,1,1,1,1,1,1,X,X,X,X,X,X,X,X,X,X,X,X,X,0.06666666666666667,100,Europe
199,Mithraism,132,100CE-400CE,1,1,1,1,1,1,1,X,X,X,X,X,X,X,X,X,X,X,X,X,0.05,100,Africa
199,Mithraism,132,100CE-400CE,1,1,1,1,1,1,1,X,X,X,X,X,X,X,X,X,X,X,X,X,0.05263157894736842,100,Southwest Asia
199,Mithraism,132,100CE-400CE,1,1,1,1,1,1,1,X,X,X,X,X,X,X,X,X,X,X,X,X,0.07142857142857142,200,Europe
199,Mithraism,132,100CE-400CE,1,1,1,1,1,1,1,X,X,X,X,X,X,X,X,X,X,X,X,X,0.047619047619047616,200,Africa
199,Mithraism,132,100CE-400CE,1,1,1,1,1,1,1,X,X,X,X,X,X,X,X,X,X,X,X,X,0.058823529411764705,200,Southwest Asia
199,Mithraism,132,100CE-400CE,1,1,1,1,1,1,1,X,X,X,X,X,X,X,X,X,X,X,X,X,0.058823529411764705,300,Europe
199,Mithraism,132,100CE-400CE,1,1,1,1,1,1,1,X,X,X,X,X,X,X,X,X,X,X,X,X,0.03225806451612903,300,Africa
199,Mithraism,132,100CE-400CE,1,1,1,1,1,1,1,X,X,X,X,X,X,X,X,X,X,X,X,X,0.047619047619047616,300,Southwest Asia
199,Mithraism,132,100CE-400CE,1,1,1,1,1,1,1,X,X,X,X,X,X,X,X,X,X,X,X,X,0.07142857142857142,400,Europe
199,Mithraism,132,100CE-400CE,1,1,1,1,1,1,1,X,X,X,X,X,X,X,X,X,X,X,X,X,0.04,400,Africa
199,Mithraism,132,100CE-400CE,1,1,1,1,1,1,1,X,X,X,X,X,X,X,X,X,X,X,X,X,0.058823529411764705,400,Southwest Asia
201,Mediterranean,6,500BCE-500CE,X,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.14285714285714285,-500,Europe
201,Mediterranean,6,500BCE-500CE,X,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.08333333333333333,-500,Southwest Asia
201,Mediterranean,6,500BCE-500CE,X,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.14285714285714285,-400,Europe
201,Mediterranean,6,500BCE-500CE,X,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.1111111111111111,-400,Southwest Asia
201,Mediterranean,6,500BCE-500CE,X,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.1111111111111111,-300,Europe
201,Mediterranean,6,500BCE-500CE,X,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.1,-300,Southwest Asia
201,Mediterranean,6,500BCE-500CE,X,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.1111111111111111,-200,Europe
201,Mediterranean,6,500BCE-500CE,X,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.1,-200,Southwest Asia
201,Mediterranean,6,500BCE-500CE,X,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.125,-100,Europe
201,Mediterranean,6,500BCE-500CE,X,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.09090909090909091,-100,Southwest Asia
201,Mediterranean,6,500BCE-500CE,X,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.07142857142857142,0,Europe
201,Mediterranean,6,500BCE-500CE,X,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.05555555555555555,0,Southwest Asia
201,Mediterranean,6,500BCE-500CE,X,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.06666666666666667,100,Europe
201,Mediterranean,6,500BCE-500CE,X,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.05263157894736842,100,Southwest Asia
201,Mediterranean,6,500BCE-500CE,X,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.07142857142857142,200,Europe
201,Mediterranean,6,500BCE-500CE,X,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.058823529411764705,200,Southwest Asia
201,Mediterranean,6,500BCE-500CE,X,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.058823529411764705,300,Europe
201,Mediterranean,6,500BCE-500CE,X,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.047619047619047616,300,Southwest Asia
201,Mediterranean,6,500BCE-500CE,X,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.07142857142857142,400,Europe
201,Mediterranean,6,500BCE-500CE,X,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.058823529411764705,400,Southwest Asia
201,Mediterranean,6,500BCE-500CE,X,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.09090909090909091,500,Europe
201,Mediterranean,6,500BCE-500CE,X,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.08333333333333333,500,Southwest Asia
212,Warring States China Religion,467,481BCE-206BCE,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,X,X,0.3333333333333333,-400,East Asia
212,Warring States China Religion,467,481BCE-206BCE,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,X,X,0.25,-300,East Asia
212,Warring States China Religion,467,481BCE-206BCE,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,X,X,0.16666666666666666,-200,East Asia
217,Roman private religion,498,202BCE-44BCE,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0.1111111111111111,-200,Europe
217,Roman private religion,498,202BCE-44BCE,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0.125,-100,Europe
217,Roman private religion,498,202BCE-44BCE,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0.07142857142857142,0,Europe
224,Old Norse Fornsed,31,600CE-1100CE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,600,Europe
224,Old Norse Fornsed,31,600CE-1100CE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,700,Europe
224,Old Norse Fornsed,31,600CE-1100CE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,800,Europe
224,Old Norse Fornsed,31,600CE-1100CE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,900,Europe
224,Old Norse Fornsed,31,600CE-1100CE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,1000,Europe
224,Old Norse Fornsed,31,600CE-1100CE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,1100,Europe
227,Hindu Goddess Worship in Northwest IndiaModern Period,481,1980CE-2000CE,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,X,0.038461538461538464,1900,South Asia
227,Hindu Goddess Worship in Northwest IndiaModern Period,481,1980CE-2000CE,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,X,0.043478260869565216,2000,South Asia
230,Religion in Mesopotamia,494,3300BCE-539BCE,1,1,X,0,0,1,1,1,0,1,0,0,X,0,X,1,1,0,X,0,1.0,-3300,Southwest Asia
230,Religion in Mesopotamia,494,3300BCE-539BCE,1,1,X,0,0,1,1,1,0,1,0,0,X,0,X,1,1,0,X,0,1.0,-3200,Southwest Asia
230,Religion in Mesopotamia,494,3300BCE-539BCE,1,1,X,0,0,1,1,1,0,1,0,0,X,0,X,1,1,0,X,0,1.0,-3100,Southwest Asia
230,Religion in Mesopotamia,494,3300BCE-539BCE,1,1,X,0,0,1,1,1,0,1,0,0,X,0,X,1,1,0,X,0,1.0,-3000,Southwest Asia
230,Religion in Mesopotamia,494,3300BCE-539BCE,1,1,X,0,0,1,1,1,0,1,0,0,X,0,X,1,1,0,X,0,1.0,-2900,Southwest Asia
230,Religion in Mesopotamia,494,3300BCE-539BCE,1,1,X,0,0,1,1,1,0,1,0,0,X,0,X,1,1,0,X,0,1.0,-2800,Southwest Asia
230,Religion in Mesopotamia,494,3300BCE-539BCE,1,1,X,0,0,1,1,1,0,1,0,0,X,0,X,1,1,0,X,0,1.0,-2700,Southwest Asia
230,Religion in Mesopotamia,494,3300BCE-539BCE,1,1,X,0,0,1,1,1,0,1,0,0,X,0,X,1,1,0,X,0,1.0,-2600,Southwest Asia
230,Religion in Mesopotamia,494,3300BCE-539BCE,1,1,X,0,0,1,1,1,0,1,0,0,X,0,X,1,1,0,X,0,1.0,-2500,Southwest Asia
230,Religion in Mesopotamia,494,3300BCE-539BCE,1,1,X,0,0,1,1,1,0,1,0,0,X,0,X,1,1,0,X,0,1.0,-2400,Southwest Asia
230,Religion in Mesopotamia,494,3300BCE-539BCE,1,1,X,0,0,1,1,1,0,1,0,0,X,0,X,1,1,0,X,0,0.5,-2300,Southwest Asia
230,Religion in Mesopotamia,494,3300BCE-539BCE,1,1,X,0,0,1,1,1,0,1,0,0,X,0,X,1,1,0,X,0,0.5,-2200,Southwest Asia
230,Religion in Mesopotamia,494,3300BCE-539BCE,1,1,X,0,0,1,1,1,0,1,0,0,X,0,X,1,1,0,X,0,0.3333333333333333,-2100,Southwest Asia
230,Religion in Mesopotamia,494,3300BCE-539BCE,1,1,X,0,0,1,1,1,0,1,0,0,X,0,X,1,1,0,X,0,0.3333333333333333,-2000,Southwest Asia
230,Religion in Mesopotamia,494,3300BCE-539BCE,1,1,X,0,0,1,1,1,0,1,0,0,X,0,X,1,1,0,X,0,0.3333333333333333,-1900,Southwest Asia
230,Religion in Mesopotamia,494,3300BCE-539BCE,1,1,X,0,0,1,1,1,0,1,0,0,X,0,X,1,1,0,X,0,0.3333333333333333,-1800,Southwest Asia
230,Religion in Mesopotamia,494,3300BCE-539BCE,1,1,X,0,0,1,1,1,0,1,0,0,X,0,X,1,1,0,X,0,0.5,-1700,Southwest Asia
230,Religion in Mesopotamia,494,3300BCE-539BCE,1,1,X,0,0,1,1,1,0,1,0,0,X,0,X,1,1,0,X,0,1.0,-1600,Southwest Asia
230,Religion in Mesopotamia,494,3300BCE-539BCE,1,1,X,0,0,1,1,1,0,1,0,0,X,0,X,1,1,0,X,0,0.3333333333333333,-1500,Southwest Asia
230,Religion in Mesopotamia,494,3300BCE-539BCE,1,1,X,0,0,1,1,1,0,1,0,0,X,0,X,1,1,0,X,0,0.3333333333333333,-1400,Southwest Asia
230,Religion in Mesopotamia,494,3300BCE-539BCE,1,1,X,0,0,1,1,1,0,1,0,0,X,0,X,1,1,0,X,0,0.3333333333333333,-1300,Southwest Asia
230,Religion in Mesopotamia,494,3300BCE-539BCE,1,1,X,0,0,1,1,1,0,1,0,0,X,0,X,1,1,0,X,0,0.16666666666666666,-1200,Southwest Asia
230,Religion in Mesopotamia,494,3300BCE-539BCE,1,1,X,0,0,1,1,1,0,1,0,0,X,0,X,1,1,0,X,0,0.2,-1100,Southwest Asia
230,Religion in Mesopotamia,494,3300BCE-539BCE,1,1,X,0,0,1,1,1,0,1,0,0,X,0,X,1,1,0,X,0,0.16666666666666666,-1000,Southwest Asia
230,Religion in Mesopotamia,494,3300BCE-539BCE,1,1,X,0,0,1,1,1,0,1,0,0,X,0,X,1,1,0,X,0,0.1111111111111111,-900,Southwest Asia
230,Religion in Mesopotamia,494,3300BCE-539BCE,1,1,X,0,0,1,1,1,0,1,0,0,X,0,X,1,1,0,X,0,0.1,-800,Southwest Asia
230,Religion in Mesopotamia,494,3300BCE-539BCE,1,1,X,0,0,1,1,1,0,1,0,0,X,0,X,1,1,0,X,0,0.1,-700,Southwest Asia
230,Religion in Mesopotamia,494,3300BCE-539BCE,1,1,X,0,0,1,1,1,0,1,0,0,X,0,X,1,1,0,X,0,0.1,-600,Southwest Asia
230,Religion in Mesopotamia,494,3300BCE-539BCE,1,1,X,0,0,1,1,1,0,1,0,0,X,0,X,1,1,0,X,0,0.08333333333333333,-500,Southwest Asia
231,Roman private religion,540,600BCE-202BCE,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0.25,-600,Europe
231,Roman private religion,540,600BCE-202BCE,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0.14285714285714285,-500,Europe
231,Roman private religion,540,600BCE-202BCE,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0.14285714285714285,-400,Europe
231,Roman private religion,540,600BCE-202BCE,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0.1111111111111111,-300,Europe
231,Roman private religion,540,600BCE-202BCE,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0.1111111111111111,-200,Europe
249,Tyva Republic Animism-Totemism-Shamanism,52,1990CE-2013CE,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.1111111111111111,1900,Central Eurasia
249,Tyva Republic Animism-Totemism-Shamanism,52,1990CE-2013CE,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.2,2000,Central Eurasia
255,Talismanic Religion,130,200BCE-500CE,1,1,1,1,1,1,1,1,1,X,X,X,X,X,X,X,X,X,X,X,0.16666666666666666,-200,East Asia
255,Talismanic Religion,130,200BCE-500CE,1,1,1,1,1,1,1,1,1,X,X,X,X,X,X,X,X,X,X,X,0.25,-100,East Asia
255,Talismanic Religion,130,200BCE-500CE,1,1,1,1,1,1,1,1,1,X,X,X,X,X,X,X,X,X,X,X,0.2,0,East Asia
255,Talismanic Religion,130,200BCE-500CE,1,1,1,1,1,1,1,1,1,X,X,X,X,X,X,X,X,X,X,X,0.25,100,East Asia
255,Talismanic Religion,130,200BCE-500CE,1,1,1,1,1,1,1,1,1,X,X,X,X,X,X,X,X,X,X,X,0.25,200,East Asia
255,Talismanic Religion,130,200BCE-500CE,1,1,1,1,1,1,1,1,1,X,X,X,X,X,X,X,X,X,X,X,1.0,300,East Asia
255,Talismanic Religion,130,200BCE-500CE,1,1,1,1,1,1,1,1,1,X,X,X,X,X,X,X,X,X,X,X,0.5,400,East Asia
255,Talismanic Religion,130,200BCE-500CE,1,1,1,1,1,1,1,1,1,X,X,X,X,X,X,X,X,X,X,X,0.5,500,East Asia
256,Etruscan Religion,498,10BCE-1BCE,X,X,X,X,X,1,1,X,X,X,X,X,X,1,1,1,X,X,X,X,0.07142857142857142,0,Europe
263,Irish Catholicism,554,2000CE-2015CE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0625,2000,Africa
284,Yolngu religion,567,3500BCE-2015CE,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1.0,-3500,North America
284,Yolngu religion,567,3500BCE-2015CE,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1.0,-3400,North America
284,Yolngu religion,567,3500BCE-2015CE,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1.0,-3300,North America
284,Yolngu religion,567,3500BCE-2015CE,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1.0,-3200,North America
284,Yolngu religion,567,3500BCE-2015CE,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1.0,-3100,North America
284,Yolngu religion,567,3500BCE-2015CE,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1.0,-3000,North America
284,Yolngu religion,567,3500BCE-2015CE,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1.0,-2900,North America
284,Yolngu religion,567,3500BCE-2015CE,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1.0,-2800,North America
284,Yolngu religion,567,3500BCE-2015CE,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1.0,-2700,North America
284,Yolngu religion,567,3500BCE-2015CE,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1.0,-2600,North America
284,Yolngu religion,567,3500BCE-2015CE,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1.0,-2500,North America
284,Yolngu religion,567,3500BCE-2015CE,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1.0,-2400,North America
284,Yolngu religion,567,3500BCE-2015CE,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1.0,-2300,North America
284,Yolngu religion,567,3500BCE-2015CE,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1.0,-2200,North America
284,Yolngu religion,567,3500BCE-2015CE,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1.0,-2100,North America
284,Yolngu religion,567,3500BCE-2015CE,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0.5,-2000,North America
284,Yolngu religion,567,3500BCE-2015CE,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0.5,-1900,North America
284,Yolngu religion,567,3500BCE-2015CE,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0.5,-1800,North America
284,Yolngu religion,567,3500BCE-2015CE,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0.5,-1700,North America
284,Yolngu religion,567,3500BCE-2015CE,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0.5,-1600,North America
284,Yolngu religion,567,3500BCE-2015CE,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0.5,-1500,North America
284,Yolngu religion,567,3500BCE-2015CE,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0.5,-1400,North America
284,Yolngu religion,567,3500BCE-2015CE,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0.5,-1300,North America
284,Yolngu religion,567,3500BCE-2015CE,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0.5,-1200,North America
284,Yolngu religion,567,3500BCE-2015CE,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0.5,-1100,North America
284,Yolngu religion,567,3500BCE-2015CE,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0.5,-1000,North America
284,Yolngu religion,567,3500BCE-2015CE,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0.5,-900,North America
284,Yolngu religion,567,3500BCE-2015CE,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0.5,-800,North America
284,Yolngu religion,567,3500BCE-2015CE,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0.5,-700,North America
284,Yolngu religion,567,3500BCE-2015CE,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0.5,-600,North America
284,Yolngu religion,567,3500BCE-2015CE,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0.5,-500,North America
284,Yolngu religion,567,3500BCE-2015CE,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0.5,-400,North America
284,Yolngu religion,567,3500BCE-2015CE,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0.5,-300,North America
284,Yolngu religion,567,3500BCE-2015CE,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0.5,-200,North America
284,Yolngu religion,567,3500BCE-2015CE,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0.5,-100,North America
284,Yolngu religion,567,3500BCE-2015CE,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0.5,0,North America
284,Yolngu religion,567,3500BCE-2015CE,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0.5,100,North America
284,Yolngu religion,567,3500BCE-2015CE,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0.5,200,North America
284,Yolngu religion,567,3500BCE-2015CE,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0.5,300,North America
284,Yolngu religion,567,3500BCE-2015CE,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0.5,400,North America
284,Yolngu religion,567,3500BCE-2015CE,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0.5,500,North America
284,Yolngu religion,567,3500BCE-2015CE,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0.5,600,North America
284,Yolngu religion,567,3500BCE-2015CE,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0.5,700,North America
284,Yolngu religion,567,3500BCE-2015CE,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0.5,800,North America
284,Yolngu religion,567,3500BCE-2015CE,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0.5,900,North America
