Question ID,Question,Parent question,Poll,Answers,Entry name,Entry ID,Region name,Parent answer,start_year,area_sq_km
4830,The supreme high god is a sky deity:,A supreme high god is present:,Religious Group (v5),0.0,Roman private religion,231,"Roman Republic, pre-Punic Wars (i.e. Sicily, Sardinia, and Corsica excluded)",0.0,-600,89711.57887721254
4829,The supreme high god is anthropomorphic:,A supreme high god is present:,Religious Group (v5),0.0,Roman private religion,231,"Roman Republic, pre-Punic Wars (i.e. Sicily, Sardinia, and Corsica excluded)",0.0,-600,89711.57887721254
4831,The supreme high god is chthonic (of the underworld):,A supreme high god is present:,Religious Group (v5),0.0,Roman private religion,231,"Roman Republic, pre-Punic Wars (i.e. Sicily, Sardinia, and Corsica excluded)",0.0,-600,89711.57887721254
4832,The supreme high god is fused with the monarch (king=high god):,A supreme high god is present:,Religious Group (v5),0.0,Roman private religion,231,"Roman Republic, pre-Punic Wars (i.e. Sicily, Sardinia, and Corsica excluded)",0.0,-600,89711.57887721254
4836,The supreme high god is unquestionably good:,A supreme high god is present:,Religious Group (v5),0.0,Roman private religion,231,"Roman Republic, pre-Punic Wars (i.e. Sicily, Sardinia, and Corsica excluded)",0.0,-600,89711.57887721254
4855,The supreme high god possesses hunger:,A supreme high god is present:,Religious Group (v5),0.0,Roman private religion,231,"Roman Republic, pre-Punic Wars (i.e. Sicily, Sardinia, and Corsica excluded)",0.0,-600,89711.57887721254
4857,The supreme high god possesses/exhibits some other feature:,A supreme high god is present:,Religious Group (v5),0.0,Roman private religion,231,"Roman Republic, pre-Punic Wars (i.e. Sicily, Sardinia, and Corsica excluded)",0.0,-600,89711.57887721254
4856,Is it permissible to worship supernatural beings other than the high god:,A supreme high god is present:,Religious Group (v5),0.0,Roman private religion,217,Italy,0.0,-202,77050.36572210838
4833,The monarch is seen as a manifestation or emanation of the high god:,A supreme high god is present:,Religious Group (v5),0.0,Roman private religion,217,Italy,0.0,-202,77050.36572210838
4858,The supreme high god communicates with the living:,A supreme high god is present:,Religious Group (v5),0.0,Roman private religion,217,Italy,0.0,-202,77050.36572210838
4854,The supreme high god exhibits negative emotion:,A supreme high god is present:,Religious Group (v5),0.0,Roman private religion,217,Italy,0.0,-202,77050.36572210838
4853,The supreme high god exhibits positive emotion:,A supreme high god is present:,Religious Group (v5),0.0,Roman private religion,217,Italy,0.0,-202,77050.36572210838
4835,The supreme high god has another type of loyalty-connection to elites:,A supreme high god is present:,Religious Group (v5),0.0,Roman private religion,217,Italy,0.0,-202,77050.36572210838
4849,The supreme high god has deliberate causal efficacy in the world:,A supreme high god is present:,Religious Group (v5),0.0,Roman private religion,217,Italy,0.0,-202,77050.36572210838
4852,The supreme high god has indirect causal efficacy in the  world:,A supreme high god is present:,Religious Group (v5),0.0,Roman private religion,217,Italy,0.0,-202,77050.36572210838
4838,The supreme high god has knowledge of this world:,A supreme high god is present:,Religious Group (v5),0.0,Roman private religion,217,Italy,0.0,-202,77050.36572210838
4834,The supreme high god is a kin relation to elites:,A supreme high god is present:,Religious Group (v5),0.0,Roman private religion,217,Italy,0.0,-202,77050.36572210838
4830,The supreme high god is a sky deity:,A supreme high god is present:,Religious Group (v5),0.0,Roman private religion,217,Italy,0.0,-202,77050.36572210838
4829,The supreme high god is anthropomorphic:,A supreme high god is present:,Religious Group (v5),0.0,Roman private religion,217,Italy,0.0,-202,77050.36572210838
4831,The supreme high god is chthonic (of the underworld):,A supreme high god is present:,Religious Group (v5),0.0,Roman private religion,217,Italy,0.0,-202,77050.36572210838
4832,The supreme high god is fused with the monarch (king=high god):,A supreme high god is present:,Religious Group (v5),0.0,Roman private religion,217,Italy,0.0,-202,77050.36572210838
4836,The supreme high god is unquestionably good:,A supreme high god is present:,Religious Group (v5),0.0,Roman private religion,217,Italy,0.0,-202,77050.36572210838
4855,The supreme high god possesses hunger:,A supreme high god is present:,Religious Group (v5),0.0,Roman private religion,217,Italy,0.0,-202,77050.36572210838
4857,The supreme high god possesses/exhibits some other feature:,A supreme high god is present:,Religious Group (v5),0.0,Roman private religion,217,Italy,0.0,-202,77050.36572210838
4829,The supreme high god is anthropomorphic:,A supreme high god is present:,Religious Group (v5),1.0,Guglielmites,490,Italy,1.0,1260,77050.36572210838
4829,The supreme high god is anthropomorphic:,A supreme high god is present:,Religious Group (v6),1.0,Society of Jesus,958,Italy,1.0,1540,77050.36572210838
4830,The supreme high god is a sky deity:,A supreme high god is present:,Religious Group (v6),0.0,Society of Jesus,958,Italy,1.0,1540,77050.36572210838
4831,The supreme high god is chthonic (of the underworld):,A supreme high god is present:,Religious Group (v6),0.0,Society of Jesus,958,Italy,1.0,1540,77050.36572210838
4832,The supreme high god is fused with the monarch (king=high god):,A supreme high god is present:,Religious Group (v6),0.0,Society of Jesus,958,Italy,1.0,1540,77050.36572210838
4833,The monarch is seen as a manifestation or emanation of the high god:,A supreme high god is present:,Religious Group (v6),0.0,Society of Jesus,958,Italy,1.0,1540,77050.36572210838
4834,The supreme high god is a kin relation to elites:,A supreme high god is present:,Religious Group (v6),0.0,Society of Jesus,958,Italy,1.0,1540,77050.36572210838
4835,The supreme high god has another type of loyalty-connection to elites:,A supreme high god is present:,Religious Group (v6),0.0,Society of Jesus,958,Italy,1.0,1540,77050.36572210838
4836,The supreme high god is unquestionably good:,A supreme high god is present:,Religious Group (v6),1.0,Society of Jesus,958,Italy,1.0,1540,77050.36572210838
4838,The supreme high god has knowledge of this world:,A supreme high god is present:,Religious Group (v6),1.0,Society of Jesus,958,Italy,1.0,1540,77050.36572210838
4849,The supreme high god has deliberate causal efficacy in the world:,A supreme high god is present:,Religious Group (v6),1.0,Society of Jesus,958,Italy,1.0,1540,77050.36572210838
4852,The supreme high god has indirect causal efficacy in the  world:,A supreme high god is present:,Religious Group (v6),1.0,Society of Jesus,958,Italy,1.0,1540,77050.36572210838
4853,The supreme high god exhibits positive emotion:,A supreme high god is present:,Religious Group (v6),1.0,Society of Jesus,958,Italy,1.0,1540,77050.36572210838
4854,The supreme high god exhibits negative emotion:,A supreme high god is present:,Religious Group (v6),1.0,Society of Jesus,958,Italy,1.0,1540,77050.36572210838
4855,The supreme high god possesses hunger:,A supreme high god is present:,Religious Group (v6),0.0,Society of Jesus,958,Italy,1.0,1540,77050.36572210838
4856,Is it permissible to worship supernatural beings other than the high god:,A supreme high god is present:,Religious Group (v6),0.0,Society of Jesus,958,Italy,1.0,1540,77050.36572210838
4857,The supreme high god possesses/exhibits some other feature:,A supreme high god is present:,Religious Group (v6),0.0,Society of Jesus,958,Italy,1.0,1540,77050.36572210838
4858,The supreme high god communicates with the living:,A supreme high god is present:,Religious Group (v6),1.0,Society of Jesus,958,Italy,1.0,1540,77050.36572210838
4856,Is it permissible to worship supernatural beings other than the high god:,A supreme high god is present:,Religious Group (v5),0.0,"Tiantai Buddhism (Song Dynasty, Liangzhe Circuit)",250,LiangzheCircuit,0.0,960,28600.36529822596
4833,The monarch is seen as a manifestation or emanation of the high god:,A supreme high god is present:,Religious Group (v5),0.0,"Tiantai Buddhism (Song Dynasty, Liangzhe Circuit)",250,LiangzheCircuit,0.0,960,28600.36529822596
4858,The supreme high god communicates with the living:,A supreme high god is present:,Religious Group (v5),0.0,"Tiantai Buddhism (Song Dynasty, Liangzhe Circuit)",250,LiangzheCircuit,0.0,960,28600.36529822596
4854,The supreme high god exhibits negative emotion:,A supreme high god is present:,Religious Group (v5),0.0,"Tiantai Buddhism (Song Dynasty, Liangzhe Circuit)",250,LiangzheCircuit,0.0,960,28600.36529822596
4853,The supreme high god exhibits positive emotion:,A supreme high god is present:,Religious Group (v5),0.0,"Tiantai Buddhism (Song Dynasty, Liangzhe Circuit)",250,LiangzheCircuit,0.0,960,28600.36529822596
4835,The supreme high god has another type of loyalty-connection to elites:,A supreme high god is present:,Religious Group (v5),0.0,"Tiantai Buddhism (Song Dynasty, Liangzhe Circuit)",250,LiangzheCircuit,0.0,960,28600.36529822596
4849,The supreme high god has deliberate causal efficacy in the world:,A supreme high god is present:,Religious Group (v5),0.0,"Tiantai Buddhism (Song Dynasty, Liangzhe Circuit)",250,LiangzheCircuit,0.0,960,28600.36529822596
4852,The supreme high god has indirect causal efficacy in the  world:,A supreme high god is present:,Religious Group (v5),0.0,"Tiantai Buddhism (Song Dynasty, Liangzhe Circuit)",250,LiangzheCircuit,0.0,960,28600.36529822596
4838,The supreme high god has knowledge of this world:,A supreme high god is present:,Religious Group (v5),0.0,"Tiantai Buddhism (Song Dynasty, Liangzhe Circuit)",250,LiangzheCircuit,0.0,960,28600.36529822596
4834,The supreme high god is a kin relation to elites:,A supreme high god is present:,Religious Group (v5),0.0,"Tiantai Buddhism (Song Dynasty, Liangzhe Circuit)",250,LiangzheCircuit,0.0,960,28600.36529822596
4830,The supreme high god is a sky deity:,A supreme high god is present:,Religious Group (v5),0.0,"Tiantai Buddhism (Song Dynasty, Liangzhe Circuit)",250,LiangzheCircuit,0.0,960,28600.36529822596
4829,The supreme high god is anthropomorphic:,A supreme high god is present:,Religious Group (v5),0.0,"Tiantai Buddhism (Song Dynasty, Liangzhe Circuit)",250,LiangzheCircuit,0.0,960,28600.36529822596
4831,The supreme high god is chthonic (of the underworld):,A supreme high god is present:,Religious Group (v5),0.0,"Tiantai Buddhism (Song Dynasty, Liangzhe Circuit)",250,LiangzheCircuit,0.0,960,28600.36529822596
4832,The supreme high god is fused with the monarch (king=high god):,A supreme high god is present:,Religious Group (v5),0.0,"Tiantai Buddhism (Song Dynasty, Liangzhe Circuit)",250,LiangzheCircuit,0.0,960,28600.36529822596
4836,The supreme high god is unquestionably good:,A supreme high god is present:,Religious Group (v5),0.0,"Tiantai Buddhism (Song Dynasty, Liangzhe Circuit)",250,LiangzheCircuit,0.0,960,28600.36529822596
4855,The supreme high god possesses hunger:,A supreme high god is present:,Religious Group (v5),0.0,"Tiantai Buddhism (Song Dynasty, Liangzhe Circuit)",250,LiangzheCircuit,0.0,960,28600.36529822596
4857,The supreme high god possesses/exhibits some other feature:,A supreme high god is present:,Religious Group (v5),0.0,"Tiantai Buddhism (Song Dynasty, Liangzhe Circuit)",250,LiangzheCircuit,0.0,960,28600.36529822596
4856,Is it permissible to worship supernatural beings other than the high god:,A supreme high god is present:,Religious Group (v5),0.0,Classic Zapotec,257,Oaxaca Central Valleys,0.0,250,301.1048283429654
4833,The monarch is seen as a manifestation or emanation of the high god:,A supreme high god is present:,Religious Group (v5),0.0,Classic Zapotec,257,Oaxaca Central Valleys,0.0,250,301.1048283429654
4858,The supreme high god communicates with the living:,A supreme high god is present:,Religious Group (v5),0.0,Classic Zapotec,257,Oaxaca Central Valleys,0.0,250,301.1048283429654
4854,The supreme high god exhibits negative emotion:,A supreme high god is present:,Religious Group (v5),0.0,Classic Zapotec,257,Oaxaca Central Valleys,0.0,250,301.1048283429654
4853,The supreme high god exhibits positive emotion:,A supreme high god is present:,Religious Group (v5),0.0,Classic Zapotec,257,Oaxaca Central Valleys,0.0,250,301.1048283429654
4835,The supreme high god has another type of loyalty-connection to elites:,A supreme high god is present:,Religious Group (v5),0.0,Classic Zapotec,257,Oaxaca Central Valleys,0.0,250,301.1048283429654
4849,The supreme high god has deliberate causal efficacy in the world:,A supreme high god is present:,Religious Group (v5),0.0,Classic Zapotec,257,Oaxaca Central Valleys,0.0,250,301.1048283429654
4852,The supreme high god has indirect causal efficacy in the  world:,A supreme high god is present:,Religious Group (v5),0.0,Classic Zapotec,257,Oaxaca Central Valleys,0.0,250,301.1048283429654
4838,The supreme high god has knowledge of this world:,A supreme high god is present:,Religious Group (v5),0.0,Classic Zapotec,257,Oaxaca Central Valleys,0.0,250,301.1048283429654
4834,The supreme high god is a kin relation to elites:,A supreme high god is present:,Religious Group (v5),0.0,Classic Zapotec,257,Oaxaca Central Valleys,0.0,250,301.1048283429654
4830,The supreme high god is a sky deity:,A supreme high god is present:,Religious Group (v5),0.0,Classic Zapotec,257,Oaxaca Central Valleys,0.0,250,301.1048283429654
4829,The supreme high god is anthropomorphic:,A supreme high god is present:,Religious Group (v5),0.0,Classic Zapotec,257,Oaxaca Central Valleys,0.0,250,301.1048283429654
4831,The supreme high god is chthonic (of the underworld):,A supreme high god is present:,Religious Group (v5),0.0,Classic Zapotec,257,Oaxaca Central Valleys,0.0,250,301.1048283429654
4832,The supreme high god is fused with the monarch (king=high god):,A supreme high god is present:,Religious Group (v5),0.0,Classic Zapotec,257,Oaxaca Central Valleys,0.0,250,301.1048283429654
4836,The supreme high god is unquestionably good:,A supreme high god is present:,Religious Group (v5),0.0,Classic Zapotec,257,Oaxaca Central Valleys,0.0,250,301.1048283429654
4855,The supreme high god possesses hunger:,A supreme high god is present:,Religious Group (v5),0.0,Classic Zapotec,257,Oaxaca Central Valleys,0.0,250,301.1048283429654
4857,The supreme high god possesses/exhibits some other feature:,A supreme high god is present:,Religious Group (v5),0.0,Classic Zapotec,257,Oaxaca Central Valleys,0.0,250,301.1048283429654
4856,Is it permissible to worship supernatural beings other than the high god:,A supreme high god is present:,Religious Group (v5),0.0,Yolngu religion,284,Yolngu,0.0,-3500,3226.4349639950087
4833,The monarch is seen as a manifestation or emanation of the high god:,A supreme high god is present:,Religious Group (v5),0.0,Yolngu religion,284,Yolngu,0.0,-3500,3226.4349639950087
4858,The supreme high god communicates with the living:,A supreme high god is present:,Religious Group (v5),0.0,Yolngu religion,284,Yolngu,0.0,-3500,3226.4349639950087
4854,The supreme high god exhibits negative emotion:,A supreme high god is present:,Religious Group (v5),0.0,Yolngu religion,284,Yolngu,0.0,-3500,3226.4349639950087
4853,The supreme high god exhibits positive emotion:,A supreme high god is present:,Religious Group (v5),0.0,Yolngu religion,284,Yolngu,0.0,-3500,3226.4349639950087
4835,The supreme high god has another type of loyalty-connection to elites:,A supreme high god is present:,Religious Group (v5),0.0,Yolngu religion,284,Yolngu,0.0,-3500,3226.4349639950087
4849,The supreme high god has deliberate causal efficacy in the world:,A supreme high god is present:,Religious Group (v5),0.0,Yolngu religion,284,Yolngu,0.0,-3500,3226.4349639950087
4852,The supreme high god has indirect causal efficacy in the  world:,A supreme high god is present:,Religious Group (v5),0.0,Yolngu religion,284,Yolngu,0.0,-3500,3226.4349639950087
4838,The supreme high god has knowledge of this world:,A supreme high god is present:,Religious Group (v5),0.0,Yolngu religion,284,Yolngu,0.0,-3500,3226.4349639950087
4834,The supreme high god is a kin relation to elites:,A supreme high god is present:,Religious Group (v5),0.0,Yolngu religion,284,Yolngu,0.0,-3500,3226.4349639950087
4830,The supreme high god is a sky deity:,A supreme high god is present:,Religious Group (v5),0.0,Yolngu religion,284,Yolngu,0.0,-3500,3226.4349639950087
4829,The supreme high god is anthropomorphic:,A supreme high god is present:,Religious Group (v5),0.0,Yolngu religion,284,Yolngu,0.0,-3500,3226.4349639950087
4831,The supreme high god is chthonic (of the underworld):,A supreme high god is present:,Religious Group (v5),0.0,Yolngu religion,284,Yolngu,0.0,-3500,3226.4349639950087
4832,The supreme high god is fused with the monarch (king=high god):,A supreme high god is present:,Religious Group (v5),0.0,Yolngu religion,284,Yolngu,0.0,-3500,3226.4349639950087
4836,The supreme high god is unquestionably good:,A supreme high god is present:,Religious Group (v5),0.0,Yolngu religion,284,Yolngu,0.0,-3500,3226.4349639950087
4855,The supreme high god possesses hunger:,A supreme high god is present:,Religious Group (v5),0.0,Yolngu religion,284,Yolngu,0.0,-3500,3226.4349639950087
4857,The supreme high god possesses/exhibits some other feature:,A supreme high god is present:,Religious Group (v5),0.0,Yolngu religion,284,Yolngu,0.0,-3500,3226.4349639950087
4856,Is it permissible to worship supernatural beings other than the high god:,A supreme high god is present:,Religious Group (v5),0.0,Kwakwaka'wakw Indigenous Canadian Religion,338,kwakwaka'wakw Indigenous Territory,0.0,1800,3154.107759853632
4833,The monarch is seen as a manifestation or emanation of the high god:,A supreme high god is present:,Religious Group (v5),0.0,Kwakwaka'wakw Indigenous Canadian Religion,338,kwakwaka'wakw Indigenous Territory,0.0,1800,3154.107759853632
4858,The supreme high god communicates with the living:,A supreme high god is present:,Religious Group (v5),0.0,Kwakwaka'wakw Indigenous Canadian Religion,338,kwakwaka'wakw Indigenous Territory,0.0,1800,3154.107759853632
4854,The supreme high god exhibits negative emotion:,A supreme high god is present:,Religious Group (v5),0.0,Kwakwaka'wakw Indigenous Canadian Religion,338,kwakwaka'wakw Indigenous Territory,0.0,1800,3154.107759853632
4853,The supreme high god exhibits positive emotion:,A supreme high god is present:,Religious Group (v5),0.0,Kwakwaka'wakw Indigenous Canadian Religion,338,kwakwaka'wakw Indigenous Territory,0.0,1800,3154.107759853632
4835,The supreme high god has another type of loyalty-connection to elites:,A supreme high god is present:,Religious Group (v5),0.0,Kwakwaka'wakw Indigenous Canadian Religion,338,kwakwaka'wakw Indigenous Territory,0.0,1800,3154.107759853632
4849,The supreme high god has deliberate causal efficacy in the world:,A supreme high god is present:,Religious Group (v5),0.0,Kwakwaka'wakw Indigenous Canadian Religion,338,kwakwaka'wakw Indigenous Territory,0.0,1800,3154.107759853632
4852,The supreme high god has indirect causal efficacy in the  world:,A supreme high god is present:,Religious Group (v5),0.0,Kwakwaka'wakw Indigenous Canadian Religion,338,kwakwaka'wakw Indigenous Territory,0.0,1800,3154.107759853632
4838,The supreme high god has knowledge of this world:,A supreme high god is present:,Religious Group (v5),0.0,Kwakwaka'wakw Indigenous Canadian Religion,338,kwakwaka'wakw Indigenous Territory,0.0,1800,3154.107759853632
4834,The supreme high god is a kin relation to elites:,A supreme high god is present:,Religious Group (v5),0.0,Kwakwaka'wakw Indigenous Canadian Religion,338,kwakwaka'wakw Indigenous Territory,0.0,1800,3154.107759853632
4830,The supreme high god is a sky deity:,A supreme high god is present:,Religious Group (v5),0.0,Kwakwaka'wakw Indigenous Canadian Religion,338,kwakwaka'wakw Indigenous Territory,0.0,1800,3154.107759853632
4829,The supreme high god is anthropomorphic:,A supreme high god is present:,Religious Group (v5),0.0,Kwakwaka'wakw Indigenous Canadian Religion,338,kwakwaka'wakw Indigenous Territory,0.0,1800,3154.107759853632
4831,The supreme high god is chthonic (of the underworld):,A supreme high god is present:,Religious Group (v5),0.0,Kwakwaka'wakw Indigenous Canadian Religion,338,kwakwaka'wakw Indigenous Territory,0.0,1800,3154.107759853632
4832,The supreme high god is fused with the monarch (king=high god):,A supreme high god is present:,Religious Group (v5),0.0,Kwakwaka'wakw Indigenous Canadian Religion,338,kwakwaka'wakw Indigenous Territory,0.0,1800,3154.107759853632
4836,The supreme high god is unquestionably good:,A supreme high god is present:,Religious Group (v5),0.0,Kwakwaka'wakw Indigenous Canadian Religion,338,kwakwaka'wakw Indigenous Territory,0.0,1800,3154.107759853632
4855,The supreme high god possesses hunger:,A supreme high god is present:,Religious Group (v5),0.0,Kwakwaka'wakw Indigenous Canadian Religion,338,kwakwaka'wakw Indigenous Territory,0.0,1800,3154.107759853632
4857,The supreme high god possesses/exhibits some other feature:,A supreme high god is present:,Religious Group (v5),0.0,Kwakwaka'wakw Indigenous Canadian Religion,338,kwakwaka'wakw Indigenous Territory,0.0,1800,3154.107759853632
4856,Is it permissible to worship supernatural beings other than the high god:,A supreme high god is present:,Religious Group (v5),0.0,Kapingamarangi,386,Kapingamarangi,0.0,1877,14.56537209985163
4833,The monarch is seen as a manifestation or emanation of the high god:,A supreme high god is present:,Religious Group (v5),0.0,Kapingamarangi,386,Kapingamarangi,0.0,1877,14.56537209985163
4858,The supreme high god communicates with the living:,A supreme high god is present:,Religious Group (v5),0.0,Kapingamarangi,386,Kapingamarangi,0.0,1877,14.56537209985163
4854,The supreme high god exhibits negative emotion:,A supreme high god is present:,Religious Group (v5),0.0,Kapingamarangi,386,Kapingamarangi,0.0,1877,14.56537209985163
4853,The supreme high god exhibits positive emotion:,A supreme high god is present:,Religious Group (v5),0.0,Kapingamarangi,386,Kapingamarangi,0.0,1877,14.56537209985163
4835,The supreme high god has another type of loyalty-connection to elites:,A supreme high god is present:,Religious Group (v5),0.0,Kapingamarangi,386,Kapingamarangi,0.0,1877,14.56537209985163
4849,The supreme high god has deliberate causal efficacy in the world:,A supreme high god is present:,Religious Group (v5),0.0,Kapingamarangi,386,Kapingamarangi,0.0,1877,14.56537209985163
4852,The supreme high god has indirect causal efficacy in the  world:,A supreme high god is present:,Religious Group (v5),0.0,Kapingamarangi,386,Kapingamarangi,0.0,1877,14.56537209985163
4838,The supreme high god has knowledge of this world:,A supreme high god is present:,Religious Group (v5),0.0,Kapingamarangi,386,Kapingamarangi,0.0,1877,14.56537209985163
4834,The supreme high god is a kin relation to elites:,A supreme high god is present:,Religious Group (v5),0.0,Kapingamarangi,386,Kapingamarangi,0.0,1877,14.56537209985163
4830,The supreme high god is a sky deity:,A supreme high god is present:,Religious Group (v5),0.0,Kapingamarangi,386,Kapingamarangi,0.0,1877,14.56537209985163
4829,The supreme high god is anthropomorphic:,A supreme high god is present:,Religious Group (v5),0.0,Kapingamarangi,386,Kapingamarangi,0.0,1877,14.56537209985163
4831,The supreme high god is chthonic (of the underworld):,A supreme high god is present:,Religious Group (v5),0.0,Kapingamarangi,386,Kapingamarangi,0.0,1877,14.56537209985163
4832,The supreme high god is fused with the monarch (king=high god):,A supreme high god is present:,Religious Group (v5),0.0,Kapingamarangi,386,Kapingamarangi,0.0,1877,14.56537209985163
4836,The supreme high god is unquestionably good:,A supreme high god is present:,Religious Group (v5),0.0,Kapingamarangi,386,Kapingamarangi,0.0,1877,14.56537209985163
4855,The supreme high god possesses hunger:,A supreme high god is present:,Religious Group (v5),0.0,Kapingamarangi,386,Kapingamarangi,0.0,1877,14.56537209985163
4857,The supreme high god possesses/exhibits some other feature:,A supreme high god is present:,Religious Group (v5),0.0,Kapingamarangi,386,Kapingamarangi,0.0,1877,14.56537209985163
4856,Is it permissible to worship supernatural beings other than the high god:,A supreme high god is present:,Religious Group (v5),0.0,Iban traditional religion,389,Sarawak,0.0,1840,22556.596491351927
4833,The monarch is seen as a manifestation or emanation of the high god:,A supreme high god is present:,Religious Group (v5),0.0,Iban traditional religion,389,Sarawak,0.0,1840,22556.596491351927
4858,The supreme high god communicates with the living:,A supreme high god is present:,Religious Group (v5),0.0,Iban traditional religion,389,Sarawak,0.0,1840,22556.596491351927
4854,The supreme high god exhibits negative emotion:,A supreme high god is present:,Religious Group (v5),0.0,Iban traditional religion,389,Sarawak,0.0,1840,22556.596491351927
4853,The supreme high god exhibits positive emotion:,A supreme high god is present:,Religious Group (v5),0.0,Iban traditional religion,389,Sarawak,0.0,1840,22556.596491351927
4835,The supreme high god has another type of loyalty-connection to elites:,A supreme high god is present:,Religious Group (v5),0.0,Iban traditional religion,389,Sarawak,0.0,1840,22556.596491351927
4849,The supreme high god has deliberate causal efficacy in the world:,A supreme high god is present:,Religious Group (v5),0.0,Iban traditional religion,389,Sarawak,0.0,1840,22556.596491351927
4852,The supreme high god has indirect causal efficacy in the  world:,A supreme high god is present:,Religious Group (v5),0.0,Iban traditional religion,389,Sarawak,0.0,1840,22556.596491351927
4838,The supreme high god has knowledge of this world:,A supreme high god is present:,Religious Group (v5),0.0,Iban traditional religion,389,Sarawak,0.0,1840,22556.596491351927
4834,The supreme high god is a kin relation to elites:,A supreme high god is present:,Religious Group (v5),0.0,Iban traditional religion,389,Sarawak,0.0,1840,22556.596491351927
4830,The supreme high god is a sky deity:,A supreme high god is present:,Religious Group (v5),0.0,Iban traditional religion,389,Sarawak,0.0,1840,22556.596491351927
4829,The supreme high god is anthropomorphic:,A supreme high god is present:,Religious Group (v5),0.0,Iban traditional religion,389,Sarawak,0.0,1840,22556.596491351927
4831,The supreme high god is chthonic (of the underworld):,A supreme high god is present:,Religious Group (v5),0.0,Iban traditional religion,389,Sarawak,0.0,1840,22556.596491351927
4832,The supreme high god is fused with the monarch (king=high god):,A supreme high god is present:,Religious Group (v5),0.0,Iban traditional religion,389,Sarawak,0.0,1840,22556.596491351927
4836,The supreme high god is unquestionably good:,A supreme high god is present:,Religious Group (v5),0.0,Iban traditional religion,389,Sarawak,0.0,1840,22556.596491351927
4855,The supreme high god possesses hunger:,A supreme high god is present:,Religious Group (v5),0.0,Iban traditional religion,389,Sarawak,0.0,1840,22556.596491351927
4857,The supreme high god possesses/exhibits some other feature:,A supreme high god is present:,Religious Group (v5),0.0,Iban traditional religion,389,Sarawak,0.0,1840,22556.596491351927
4856,Is it permissible to worship supernatural beings other than the high god:,A supreme high god is present:,Religious Group (v5),0.0,Shaiva World Renouncers,415,Hindu India and Nepal,0.0,1970,394894.40667019057
4833,The monarch is seen as a manifestation or emanation of the high god:,A supreme high god is present:,Religious Group (v5),0.0,Shaiva World Renouncers,415,Hindu India and Nepal,0.0,1970,394894.40667019057
4858,The supreme high god communicates with the living:,A supreme high god is present:,Religious Group (v5),0.0,Shaiva World Renouncers,415,Hindu India and Nepal,0.0,1970,394894.40667019057
4854,The supreme high god exhibits negative emotion:,A supreme high god is present:,Religious Group (v5),0.0,Shaiva World Renouncers,415,Hindu India and Nepal,0.0,1970,394894.40667019057
4853,The supreme high god exhibits positive emotion:,A supreme high god is present:,Religious Group (v5),0.0,Shaiva World Renouncers,415,Hindu India and Nepal,0.0,1970,394894.40667019057
4835,The supreme high god has another type of loyalty-connection to elites:,A supreme high god is present:,Religious Group (v5),0.0,Shaiva World Renouncers,415,Hindu India and Nepal,0.0,1970,394894.40667019057
